Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating
"Jussupow, Ekaterina",GER,F,1991.0,WFM,2193,2160.0,2099.0
"Kanyamarala, Trisha",IRL,F,2005.0,WIM,2193,1811.0,2074.0
"Redko, Alyona",UKR,F,1983.0,WGM,2193,2152.0,2207.0
"Aksonova, Tetiana",UKR,F,1984.0,WFM,2192,,
"Bartel, Marta",POL,F,1988.0,WGM,2192,2119.0,2058.0
"Berzina, Ilze",LAT,F,1984.0,WGM,2192,2090.0,2137.0
"Drljevic, Ljilja",SRB,F,1984.0,WIM,2192,2233.0,2205.0
"Fomina, Tatyana",EST,F,1954.0,WGM,2192,2117.0,2064.0
"Geller, Anastasiya",RUS,F,1994.0,WFM,2192,2196.0,2155.0
"Liu, Manli",CHN,F,1996.0,WIM,2192,2046.0,2061.0
"Protopopova, Anastasiya",RUS,F,2000.0,WFM,2192,2158.0,2103.0
"Rause, Olita",LAT,F,1962.0,IM,2192,,
"Aliaga Fernandez, Ingrid Y",PER,F,1991.0,WIM,2191,,2135.0
"Kuang, Yinghui",CHN,F,1979.0,WIM,2191,2239.0,2202.0
"Rakhmangulova, Anastasiya",UKR,F,1994.0,WIM,2191,2162.0,2129.0
"Belavenets, Liudmila",RUS,F,1940.0,WIM,2190,2095.0,2052.0
"Feibert, Petra",GER,F,1958.0,WIM,2190,,
"Karakashian, Narine",ARM,F,1971.0,WIM,2190,,
"Lundina, Aelita",RUS,F,1977.0,WIM,2190,,
"Lupik, Marina",RUS,F,1987.0,WIM,2190,2053.0,2001.0
Rakshitta Ravi,IND,F,2005.0,WIM,2190,1800.0,1873.0
"Richards, Heather S",AUS,F,1983.0,WIM,2190,,2163.0
"Stjazhkina, Olga",RUS,F,1970.0,WGM,2190,2237.0,2135.0
"Suliati, Annisa",INA,F,1999.0,WFM,2190,,
"Di Benedetto, Desiree",ITA,F,2000.0,FM,2189,1963.0,1917.0
Harshini A,IND,F,2001.0,WFM,2189,1775.0,1754.0
"Malicka, Maria",POL,F,2003.0,WCM,2189,1983.0,1818.0
"Raeva, Elitsa",BUL,F,1987.0,WIM,2189,2250.0,2190.0
"Sharovatova, Anastasia",RUS,F,1982.0,WFM,2189,,
"Bluhm, Sonja Maria",GER,F,1998.0,WIM,2188,2189.0,2101.0
"Dolgih, Kristina",RUS,F,1975.0,WIM,2188,,
"Feliciano Ebert, Vanessa",BRA,F,1990.0,WIM,2188,2253.0,
"Jaracz, Barbara",POL,F,1977.0,WGM,2188,2040.0,1932.0
"Khorava, Miranda",GEO,F,1977.0,WIM,2188,,
"Lach, Aleksandra",POL,F,1995.0,WIM,2188,2191.0,2163.0
"Martinez Perdomo, Aleidi Josefina",VEN,F,1977.0,WIM,2188,,
"Mrvova, Alena",SVK,F,1978.0,WIM,2188,2154.0,2131.0
"Vysochina, Nadezhda",UKR,F,1973.0,WIM,2188,,
"Wang, Miao",CHN,F,1969.0,WFM,2188,,
"Dabrowska, Krystyna",POL,F,1973.0,WGM,2187,2197.0,
"Grigorieva, Yulia",RUS,F,2002.0,WFM,2187,1941.0,1887.0
"Parfenova, Olga",RUS,F,1976.0,WIM,2187,,
"van Muenster, Kirsten",GER,F,1976.0,WFM,2187,,
"Zherebtsova, Alexandra",RUS,F,1993.0,WFM,2187,2134.0,2025.0
"Bannikova, Anastasia",RUS,F,1987.0,WFM,2186,2168.0,
"Bashkite, Viktoria",EST,F,1985.0,WIM,2186,2082.0,
"Derli, Olga",RUS,F,1985.0,WIM,2186,2140.0,2056.0
Priya P.,IND,F,1987.0,WIM,2186,,2147.0
"Voyska, Margarita",BUL,F,1963.0,WGM,2186,2282.0,2212.0
"Wang, Xiaohui",CHN,F,1990.0,WIM,2186,,
"Cuevas-Rodriguez, Maria Luisa",ESP,F,1965.0,WIM,2185,,
"Iltchouk, Elena",UKR,F,1977.0,WFM,2185,,
"Iosif, Cristina",ROU,F,1968.0,WIM,2185,,
"Kinsigo, Mari",EST,F,1946.0,WFM,2185,,
"Laakmann, Anni",GER,F,1937.0,WFM,2185,,
"Lematschko, Tatjana",SUI,F,1948.0,WGM,2185,,
"Lissowska, Anna",POL,F,1966.0,WIM,2185,,
"Lomibao, Sheerie Joy",PHI,F,1979.0,WFM,2185,,
"Markantonaki, Haritomeni",GRE,F,1987.0,WFM,2185,2089.0,2095.0
"Miller, Ioana",IRL,F,1995.0,WFM,2185,2096.0,1926.0
"Mlakar, Brigitte",AUT,F,1977.0,WFM,2185,,
"Stupina, Elena",RUS,F,1958.0,WFM,2185,,
"Tsareva, Elena",RUS,F,1978.0,WFM,2185,2120.0,2107.0
"Gal, Hanna Krisztina",HUN,F,1998.0,WFM,2184,2021.0,2108.0
"Kika, Dorota",POL,F,1987.0,WIM,2184,,2158.0
"Utiatskaja, Irina",RUS,F,1996.0,WIM,2184,2069.0,1935.0
"Carvajal Gamoneda, Ana Luisa",CUB,F,1962.0,WIM,2183,,
"Flores Villalva, Gina",ECU,F,1982.0,WFM,2183,,
"Llaneza Vega, Patricia",ESP,F,1979.0,WIM,2183,2234.0,
"Polagaeva, Ksenia",RUS,F,1988.0,WFM,2183,,
"Richtrova, Eliska",CZE,F,1959.0,WGM,2183,2227.0,2172.0
"Suleimanova, Ava",UKR,F,1982.0,WGM,2183,2179.0,2227.0
"Alboredo, Julia",BRA,F,1997.0,WFM,2182,1890.0,2041.0
"Bogumil, Tatiana",RUS,F,1958.0,WGM,2182,2057.0,1958.0
"Nguyen, Thi Tuong Van",VIE,F,1978.0,WIM,2182,,
"Shiber, Julia",USA,F,1974.0,WFM,2182,,
"Sun, Fanghui",CHN,F,1993.0,WIM,2182,,
"Wafa, Shrook",EGY,F,1997.0,WGM,2182,2041.0,2058.0
"Zarkovic, Mila",SRB,F,1996.0,WIM,2182,2105.0,2175.0
"Purgar, Ivona",CRO,F,1993.0,WFM,2181,2123.0,2107.0
"Benderac, Ana",SRB,F,1977.0,WGM,2180,2242.0,2204.0
"Blagojevic, Katarina",SRB,F,1943.0,WIM,2180,,
"Bogdan, Lia",CAN,F,1953.0,WFM,2180,,
"David Glaz, Ilana",ISR,F,1961.0,WIM,2180,,
Harshita Guddanti,IND,F,2001.0,WIM,2180,1949.0,1883.0
"Kereszturi, Sara",HUN,F,1955.0,WFM,2180,,
"Koren, Inna",USA,F,1964.0,WIM,2180,,
"Kuznetsova, Natalia",RUS,F,1952.0,WFM,2180,,
"Mai, Thi Thanh Huong",VIE,F,1974.0,WIM,2180,,
"Paddock, Silvia, Dr.",SWE,F,1974.0,WIM,2180,,
"Roos, Kseniya",GER,F,1984.0,WIM,2180,,2165.0
"Boric, Elena",BIH,F,1963.0,WIM,2179,2212.0,2080.0
"Efremova, Svetlana",RUS,F,1970.0,WIM,2179,,2144.0
"Ershova, Svetlana",RUS,F,1964.0,WIM,2179,2193.0,2164.0
"Frayna, Janelle Mae",PHI,F,1997.0,WGM,2179,2102.0,2113.0
"Golubeva, Oksana",CAN,F,1986.0,WFM,2179,,2162.0
"Kim, Aleksandra V.",RUS,F,1989.0,WIM,2179,,
"Limanovska, Elizabete",LAT,F,2000.0,WFM,2179,1918.0,1833.0
"Markelova, Lubov",RUS,F,1992.0,WFM,2179,1992.0,1962.0
"Gazikova, Veronika",SVK,F,1999.0,WFM,2178,2064.0,2122.0
"Gureeva, Dina",RUS,F,1988.0,WIM,2178,2228.0,2178.0
"Hoang, Thi Ut",VIE,F,1978.0,WFM,2178,,
"Krasenkova, Ilena",RUS,F,1961.0,WIM,2178,1982.0,1953.0
"Kulovana, Eva",CZE,F,1987.0,WGM,2178,2173.0,2250.0
"Polterauer, Chiara",AUT,F,2000.0,WFM,2178,2092.0,2038.0
"Rjanova, Valery",RUS,F,1993.0,WFM,2178,2183.0,2145.0
"Ruchieva, Natalia",UKR,F,1960.0,WGM,2178,2117.0,2183.0
"Zinkevich, Julia",UKR,F,1984.0,WIM,2178,2028.0,2001.0
"Aghabekian, Liana",LUX,F,1986.0,WIM,2177,2188.0,
"Morales Mendoza, Luciana",PER,F,1987.0,WIM,2177,,
"Traistaru, Teodora",ROU,F,1990.0,WFM,2177,,2155.0
"Bojicic, Andjela",SRB,F,2001.0,WFM,2176,1999.0,2101.0
"Dergatschova, Anna",GER,F,1969.0,WIM,2176,,
"Frisk, Ellinor",SWE,F,1986.0,WIM,2176,2160.0,2142.0
"Khegay, Anjela",SGP,F,1976.0,WIM,2176,,2168.0
"Kim, Tatiana",KAZ,F,1988.0,WFM,2176,,
"Kozak, Magdalena",POL,F,1988.0,WIM,2176,,
"Michelle Catherina, P",IND,F,1996.0,WIM,2176,2013.0,2049.0
"Nikolaeva, Alexandra",RUS,F,1987.0,WFM,2176,,2181.0
"Paredes Bustamante, Paula Elizab",PER,F,1997.0,WFM,2176,,1958.0
"Shishkova, Olga",RUS,F,1971.0,WFM,2176,1985.0,1882.0
"Vrublevskaya, Olga",RUS,F,1979.0,WIM,2176,2092.0,2126.0
"Zhao, Lan",CHN,F,1963.0,WIM,2176,,
"Badalova, T.",RUS,F,1953.0,WFM,2175,,
"Chigaeva, Anastasia",RUS,F,1996.0,WFM,2175,2004.0,1975.0
"Dolnik-Domany, Zsofia",HUN,F,1988.0,WIM,2175,2148.0,2186.0
"Golubeva, Ljudmila",RUS,F,1944.0,WFM,2175,,
"Kazarova, Irina",RUS,F,1980.0,WFM,2175,,
"Kokanovic, Ksenija",SRB,F,1972.0,WFM,2175,,
"Li, Zhuoling",CHN,F,1998.0,WFM,2175,,
"Meleshko, Anna",RUS,F,1989.0,WIM,2175,,
"Mutchnik, Larisa",UKR,F,1956.0,WIM,2175,2087.0,2114.0
"Rodshtein, Tereza",CZE,F,1991.0,WGM,2175,,2140.0
"Sikora-Gizynska, Bozena",POL,F,1960.0,WIM,2175,,
"Trujillo Delgado, Dafnae",ESP,F,1983.0,WIM,2175,,
"Wu, Mingqian",CHN,F,1961.0,WGM,2175,,
"Bryla, Hanna",POL,F,1989.0,WIM,2174,2117.0,2095.0
"Karibaeva, Elvira",RUS,F,1989.0,WFM,2174,,
"El-aboody,Sanaa",IRQ,F,1966.0,WFM,2173,,
"Gaag, Svetlana",RUS,F,1979.0,WFM,2173,,
"Le, Thanh Tu",VIE,F,1985.0,WGM,2173,2178.0,2191.0
"Makropoulou, Marina",GRE,F,1960.0,WGM,2173,,
"Bajt, Indira",SLO,F,1980.0,WFM,2172,2191.0,2171.0
"Bjerke, Silje",NOR,F,1982.0,WIM,2172,,
Chandika Divyasree,IND,F,1993.0,WFM,2172,,
"Japaridze, Marika",GEO,F,1980.0,WFM,2172,,
"Nemkova, Ljubov",RUS,F,1987.0,WFM,2172,2131.0,
"Pkhakadze, Natia",GEO,F,1984.0,WFM,2172,,
"Sakenova, Salima",KAZ,F,1977.0,WFM,2172,2129.0,2110.0
"Garcia-Castany Musellas, Gal.la",ESP,F,1997.0,WFM,2171,2079.0,2173.0
"Haussernot, Cecile",FRA,F,1998.0,WIM,2171,2246.0,2288.0
"Limontaite, Simona",LTU,F,1987.0,WIM,2171,2040.0,2085.0
"Matveeva, Olga",RUS,F,1992.0,WIM,2171,2090.0,2108.0
Meenakshi Subbaraman,IND,F,1981.0,WGM,2171,2051.0,2161.0
"Nazarova, Anastasia",FIN,F,2001.0,WFM,2171,2045.0,2139.0
"Shah, Pallavi G.",IND,F,1979.0,WIM,2171,,
"Sucikova, Svetlana",SVK,F,1999.0,WFM,2171,1912.0,2059.0
"Zaichenko, Nadezhda",RUS,F,1983.0,WFM,2171,,
"Aliyeva, Aygun",AZE,F,1977.0,WFM,2170,,2104.0
"Atbashieva, Guldjahan",TKM,F,1968.0,WFM,2170,,
"Fornal, Agnieszka",POL,F,1968.0,WFM,2170,,
"Ionica, Iulia-Ionela",ROU,F,1980.0,WGM,2170,2144.0,
"Kalantarian, Nune",ARM,F,1972.0,WFM,2170,,
"Novkovic, Julia",AUT,F,1972.0,WFM,2170,2042.0,2075.0
"Pavlidou, Ekaterini",GRE,F,1993.0,WIM,2170,2182.0,2134.0
"Talanina, Lidia",RUS,F,1976.0,WFM,2170,,
"Vargas, Gabriela",PAR,F,1988.0,WIM,2170,2105.0,2116.0
"Yu, Ting",CHN,F,1982.0,WIM,2170,,
"Aghasiyeva, Fidan",AZE,F,1987.0,WIM,2169,1980.0,2009.0
"Bollengier, Andreea",FRA,F,1975.0,WIM,2169,2243.0,
"Keetman, Maaike",NED,F,1999.0,WFM,2169,,
"Solovjova, Valentina",RUS,F,1986.0,WIM,2169,2204.0,
"Bayaraa, Zorigt",MGL,F,1988.0,WFM,2168,,
"Kiran, Manisha Mohanty",IND,F,1989.0,WGM,2168,2174.0,2143.0
"Maroroa, Sue",ENG,F,1991.0,WIM,2168,2061.0,2008.0
"Nguyen, Quynh Anh",VIE,F,1988.0,WIM,2168,,2087.0
"Novosadova, Kristyna",CZE,F,1990.0,WIM,2168,2134.0,2041.0
"Phan-Koshnitsky, Ngan",AUS,F,1974.0,WIM,2168,,
"Savtchenko, Viktoria",RUS,F,1988.0,WFM,2168,,
"Shkuro, Anastasia",UKR,F,1986.0,WFM,2168,2159.0,2172.0
Chitlange Sakshi,IND,F,2000.0,WIM,2167,1726.0,1787.0
"Eizaguerri Floris, Maria",ESP,F,2004.0,WFM,2167,1746.0,1865.0
"Makogon, Natalya",RUS,F,1975.0,WFM,2167,2149.0,2000.0
"Rodionova, Daria",RUS,F,1998.0,WFM,2167,2118.0,2182.0
"Danelia, Mariam",GEO,F,1994.0,WIM,2166,2252.0,2262.0
"Fomichenko, Svetlana",RUS,F,1976.0,WGM,2166,2211.0,2158.0
"Gordyk, Lubov",RUS,F,1976.0,WFM,2166,,
"Hallaeva, Bahar",TKM,F,1988.0,WFM,2166,2096.0,2015.0
"Monpeurt, Cyrielle",FRA,F,1995.0,WFM,2166,2074.0,
"Nguyen, Thi Dung",VIE,F,1982.0,WFM,2166,,
"Przezdziecka, Ewa",POL,F,1988.0,WFM,2166,1899.0,2012.0
"Stricova, Zuzana",SVK,F,1985.0,WFM,2166,,
"Tejaswini, Sagar",IND,F,2000.0,WIM,2166,1959.0,1834.0
"Aronoff, Irene",USA,F,1961.0,WFM,2165,,
"Fakhiridou, Ekaterini",GRE,F,1964.0,WIM,2165,,
"Kislova, Alexsandra V",RUS,F,,WIM,2165,,
"Librelato, Kathie Goulart",BRA,F,1998.0,WIM,2165,1966.0,2108.0
"Tankut, Olga",RUS,F,1985.0,WFM,2165,,
"Zhylkaidarova, Sholpan",KAZ,F,1994.0,WIM,2165,2140.0,2000.0
"Cosman, Andreea-Marioara",ROU,F,1997.0,WFM,2164,1978.0,2129.0
"Korenova, Martina",CZE,F,1975.0,WIM,2164,2108.0,2052.0
"Makarenko, Alexandra",RUS,F,1996.0,WIM,2164,2108.0,1954.0
"Nikolin, Zorica",SRB,F,1961.0,WIM,2164,,
Tarini Goyal,IND,F,2001.0,WFM,2164,1691.0,1772.0
"Timon Piote, Silvia",ESP,F,1975.0,WFM,2164,,
"Voronova, Tatiana",LAT,F,1955.0,WIM,2164,2097.0,2157.0
"Manakova, Irina",RUS,F,1988.0,WFM,2163,,
"Zayas Gonzalez, Laura Amalia",CUB,F,1998.0,WFM,2163,,2052.0
"Fatalibekova, Elena",RUS,F,1947.0,WGM,2162,2123.0,2004.0
"Gladisheva, Tatjana",RUS,F,1966.0,WGM,2162,1981.0,2125.0
"Horvath, Julia",HUN,F,1960.0,WIM,2162,2138.0,
"Kanakova, Natalie",CZE,F,1999.0,WIM,2162,2059.0,2027.0
"Kuzevanova, Evgenia",RUS,F,1989.0,WIM,2162,2063.0,2040.0
"Paasikangas, Johanna",FIN,F,1974.0,FM,2162,2090.0,2136.0
"Raghavi, N.",IND,F,1989.0,WIM,2162,2092.0,2075.0
"Rozman, Monika",SLO,F,2000.0,WFM,2162,1941.0,1944.0
"Rudzinska, Michalina",POL,F,2002.0,WFM,2162,1846.0,1804.0
"Agababean, Naira",MDA,F,1951.0,WGM,2161,2121.0,2123.0
"Churova, Ivana",CZE,F,1977.0,WIM,2161,,
"Grunina, Nina",RUS,F,1985.0,WFM,2161,,
"Korchagina, Alena",RUS,F,2000.0,WFM,2161,2012.0,1932.0
"Kostrikina, Anna",RUS,F,1986.0,WFM,2161,2006.0,1920.0
"Kovanova, Mariya",KAZ,F,1988.0,WFM,2161,1847.0,1927.0
"Samigullina, Diana",RUS,F,1995.0,WFM,2161,2113.0,2055.0
"Sun, Xinyue",CHN,F,1995.0,WFM,2161,,
"Chlost, Marlena",POL,F,1983.0,WIM,2160,2072.0,
"Kiolbasa, Oliwia",POL,F,2000.0,WIM,2160,2095.0,1986.0
"Otgonjargal, Sengeravdan",MGL,F,1982.0,WIM,2160,2061.0,1857.0
"Richard, Emma",FRA,F,1991.0,WFM,2160,2087.0,2083.0
"Santeramo, Alessia Carmen",ITA,F,1998.0,WFM,2160,2055.0,2058.0
"Tomasevic, Tanja",SRB,F,1969.0,WFM,2160,,
"Vuksanovic, Sanja",SRB,F,1967.0,WGM,2160,,
"Fisabilillah, Ummi",INA,F,2000.0,WIM,2159,2182.0,2091.0
"Jussupow, Nadia",GER,F,1970.0,WFM,2159,,
"Kucharska, Honorata",POL,F,2002.0,WFM,2159,2030.0,2038.0
"Lin, Ye",CHN,F,1974.0,WFM,2159,,
"Pychova, Nela",CZE,F,1999.0,WFM,2159,2130.0,2159.0
"Velickovski-Nejkovic, Maja",SRB,F,1973.0,WIM,2159,2037.0,2068.0
"Wozniak, Mariola",POL,F,1998.0,WIM,2159,2075.0,2052.0
"Chekhova, Marina",RUS,F,1987.0,WFM,2158,,
"Hapala, Elisabeth",AUT,F,1994.0,WFM,2158,2010.0,2025.0
"Mendoza, Shania Mae",PHI,F,1998.0,WFM,2158,1969.0,2067.0
"Prado Acebo, Ines",ESP,F,1997.0,WFM,2158,2052.0,2057.0
"Sheremetieva, Marina",MDA,F,1963.0,WGM,2158,2114.0,2151.0
"Shulga, Oksana",KAZ,F,1977.0,WFM,2158,2086.0,
"Tohirjonova, Hulkar",UZB,F,1991.0,WFM,2158,2162.0,2144.0
"Ivanovic, Jelena",BIH,F,1979.0,WFM,2157,,
"Shulakova, Svetlana",RUS,F,1977.0,WFM,2157,2077.0,1994.0
"Suslova, Alena",RUS,F,1993.0,WFM,2157,2141.0,2007.0
"Wang, Doudou",CHN,F,1988.0,WIM,2157,2171.0,2110.0
"Ambrosi, Eleonora",ITA,F,1988.0,WFM,2156,,
"Batyte, Daiva",LTU,F,1980.0,WIM,2156,,
"Bezgodova, Maria",RUS,F,1993.0,WIM,2156,2141.0,2077.0
"Chirivi C, Jenny Astrid",COL,F,1990.0,WIM,2156,2094.0,1994.0
"Cua, Sherily",PHI,F,1987.0,WFM,2156,,
"Garcia Vicente, Nieves",ESP,F,1955.0,WIM,2156,,
"Genova, Ruzhka",BUL,F,1963.0,WIM,2156,2246.0,2146.0
"Hairapetian, Anna",ARM,F,1989.0,WIM,2156,,
"Hernandez Penna, Sabina",SUI,F,1973.0,WIM,2156,,
"Kloster, Svetlana",GER,F,1962.0,WFM,2156,,
"Polokhova, Olga",RUS,F,1973.0,WFM,2156,2086.0,
"Urh, Zala",SLO,F,2002.0,WIM,2156,2111.0,2045.0
"Zhorzholiani, Meri",GEO,F,1990.0,WFM,2156,2087.0,2004.0
"Exler, Veronika",AUT,F,1990.0,WIM,2155,2135.0,2141.0
"Frizyuk, Natalia",RUS,F,1982.0,WFM,2155,2068.0,1822.0
"Kulish, Oksana",RUS,F,1976.0,WFM,2155,,
"Kupeeva, Viktoria",RUS,F,1983.0,WFM,2155,,
"Lindri, Juni Wijayanti",INA,F,1963.0,WIM,2155,,
"Pilarska, Czeslawa",POL,F,1966.0,WIM,2155,,
"Shamatava, Ana",GEO,F,1996.0,WFM,2155,2033.0,2081.0
"Toncheva, Nadya",BUL,F,2005.0,WFM,2155,1871.0,1861.0
"Bezdenezhnykh, Elena",RUS,F,1976.0,WFM,2154,,2009.0
"Clopes Llahi, Judit",ESP,F,1991.0,WFM,2154,,
"Gorlin, Yelena",USA,F,1984.0,WFM,2154,,
"Hagesather, Ellen",NOR,F,1978.0,WIM,2154,,
"Hoiberg, Nina",DEN,F,1956.0,WIM,2154,2169.0,
"Khorsheva, Alexandra",UKR,F,1988.0,WFM,2154,2023.0,1961.0
"Kovacs, Klara",HUN,F,1994.0,WIM,2154,2151.0,2119.0
"Salazar, Aura Cristina",COL,F,1995.0,WIM,2154,2267.0,2240.0
"Zvereva, Marija",RUS,F,1978.0,WIM,2154,2113.0,2063.0
"Baymuratova, Sevara",UZB,F,1990.0,WIM,2153,2130.0,2146.0
"Belakovskaia, Anjelina",USA,F,1969.0,WGM,2153,,2236.0
"Bosch Valls, Leannet Mariah",CUB,F,2004.0,WFM,2153,,
"Chervonenko, Irina",ISR,F,1974.0,WFM,2153,,
"Dang, Bich Ngoc",VIE,F,1984.0,WIM,2153,,
"Dolzhykova, Kateryna",UKR,F,1988.0,WIM,2153,2259.0,2229.0
"Dultseva, Svetlana",RUS,F,1986.0,WFM,2153,,
"Fakhretdinova, Margarita",RUS,F,1989.0,WFM,2153,,
"Harmsen, Jessica",NED,F,1966.0,WIM,2153,,
"Lagvilava, Genrieta",BLR,F,1969.0,WGM,2153,2130.0,
"Ortiz, Nadya Karolina",COL,F,1986.0,WGM,2153,2232.0,2209.0
"Sazonova, Elena N.",RUS,F,1959.0,WIM,2153,2077.0,1918.0
"Stanford, Sheila Barth",NOR,F,1974.0,WIM,2153,2133.0,2103.0
"Fronda, Jan Jodilyn",PHI,F,1994.0,WIM,2152,2045.0,2102.0
"Kaczorowska, Barbara",POL,F,1960.0,WIM,2152,2070.0,
"Tsai, Cindy",USA,F,1985.0,WIM,2152,,
"Abdukadurova, Mekhri",TKM,F,1974.0,WFM,2151,,
"Galunova, Tsveta",BUL,F,1995.0,WIM,2151,2044.0,1986.0
"Gil Quilez, Sonia",ESP,F,1989.0,WFM,2151,2083.0,2095.0
"Ignatescu, Ruxandra",ROU,F,1972.0,WFM,2151,,
"Le, Hoang Tran Chau",VIE,F,1992.0,WFM,2151,2114.0,
"Akopian, Ani",RUS,F,1992.0,WFM,2150,,
"Argote Heredia, Valentina",COL,F,2000.0,WIM,2150,1956.0,1976.0
"De Vries, Sylvia",NED,F,1969.0,WIM,2150,,
"Depool Malave, Tibaire Angelica",VEN,F,1977.0,WFM,2150,,
"Jarulina, Dinara",RUS,F,1987.0,WFM,2150,,2102.0
"Limareva, Anastasiya",RUS,F,1991.0,WFM,2150,,
"Merinda, Putri Haryanto",INA,F,,WFM,2150,,
"Mololkina, Olga",RUS,F,1985.0,WFM,2150,,
"Montilla Reyes, Jorcerys",VEN,F,1995.0,WIM,2150,2121.0,2081.0
"Roizen, Nadejda",ISR,F,1969.0,WIM,2150,,
"Trippold, Denise",AUT,F,1998.0,WFM,2150,1927.0,2082.0
"Zsiltzova-Lisenko, Lubov",UKR,F,1956.0,WIM,2150,2187.0,
"Chiricuta, Iudita",ROU,F,1957.0,WIM,2149,,
"Collazo Hidalgo-Gato, Niala",ESP,F,1983.0,WIM,2149,,
"Engels, Natia",GEO,F,1978.0,WFM,2149,,
"Kalaiyalahan, Akshaya",ENG,F,2001.0,FM,2149,1869.0,1913.0
"Kareva, Natalia",RUS,F,1994.0,WIM,2149,2110.0,2089.0
"Kublashvili, Etery",RUS,F,1989.0,WFM,2149,,2047.0
"Lkhamsuren, Uuganbayar",MGL,F,1991.0,WIM,2149,2141.0,2059.0
"Qiu, Mengjie",CHN,F,1995.0,WIM,2149,2020.0,2073.0
"Srebrnic, Ana",SLO,F,1984.0,WGM,2149,2094.0,2181.0
"Thomas, Anysia",FRA,F,1996.0,WFM,2149,1994.0,2004.0
"Verus, Biljana",MKD,F,1964.0,WFM,2149,,
"Vicary, Elizabeth",USA,F,1975.0,WFM,2149,,
"Dubnikova, Anastasia",RUS,F,2004.0,WFM,2148,2000.0,2011.0
"Kozlova, Olga",GER,F,1976.0,WIM,2148,,
"Samokhina, Evgenia",RUS,F,1992.0,WFM,2148,,
"Sizintseva, Elena",RUS,F,1968.0,WFM,2148,2089.0,2080.0
"Stasiunaite, Lina",LTU,F,1977.0,WFM,2148,,
"Weng, Annegret, Dr.",GER,F,1975.0,WFM,2148,,
"Zykina, Nadezhda",RUS,F,1956.0,WFM,2148,2050.0,2055.0
"Cerrato Torrijos, Maria",ESP,F,1995.0,WFM,2147,,
"Golovkina, Olga",RUS,F,1990.0,WFM,2147,,
"Kopovaya, Aleksandra",RUS,F,2000.0,WFM,2147,1909.0,1869.0
"Medianikova, Nina",RUS,F,1936.0,WIM,2147,,
"Ostry, Irina",KGZ,F,1950.0,WIM,2147,2163.0,
"Roca Rojas, Ana Flavia",CUB,F,1996.0,WIM,2147,2123.0,2234.0
Sapale Saloni,IND,F,1999.0,WIM,2147,1660.0,1697.0
"Vogel, Heike",GER,F,1974.0,WFM,2147,2148.0,
"Balabayeva, Xeniya",KAZ,F,2005.0,WFM,2146,1979.0,1991.0
"Doibani, Lilia",MDA,F,1986.0,WFM,2146,,
"Janska, Jitka",CZE,F,1999.0,WFM,2146,2075.0,1928.0
"Lumondong, Lisa Karlina",INA,F,1968.0,WIM,2146,,
"Mancha Ramirez, Dobarly",CUB,F,1979.0,WFM,2146,,
"Topel, Zehra",TUR,F,1987.0,WIM,2146,,
"Canela Gimenez, Teresa",ESP,F,1959.0,WIM,2145,,
"Chen, Jing",CHN,F,1973.0,WFM,2145,,
"Djukic, Sandra",SRB,F,1988.0,WIM,2145,2107.0,2183.0
"Herrera, Laura",ARG,F,1971.0,WFM,2145,,
"Heydarli, Aygun",GEO,F,1984.0,WFM,2145,,
"Pelech, Leslie",USA,F,1970.0,WFM,2145,,
"Plazaola, Maria De Los Angeles",ARG,F,1986.0,WIM,2145,,
"Strigunenko, Ksenia",RUS,F,1983.0,WFM,2145,,
Swati Ghate,IND,F,1980.0,WGM,2145,2178.0,2128.0
"Visanescu, Daria-Ioana",ROU,F,1996.0,WFM,2145,2059.0,1976.0
"Golubeva, Zinaida F.",RUS,F,1950.0,WFM,2144,,2001.0
"Hamelink, Desiree",NED,F,1981.0,WIM,2144,,
"Katkov, Michelle",ISR,F,2003.0,WFM,2144,1708.0,1563.0
"Lisovskaya, Alla",RUS,F,1959.0,WFM,2144,2065.0,2076.0
"Myslevskaya, Izabella",RUS,F,1992.0,WFM,2144,,2101.0
"Pobelyanskaia, Mariya",RUS,F,1988.0,WFM,2144,,
"Srdanovic, Jovana",SRB,F,2003.0,WFM,2144,1957.0,2006.0
"Sviridova, Vlada",RUS,F,1995.0,WFM,2144,2241.0,2101.0
"Amrayeva, Aytan",AZE,F,1997.0,WFM,2143,1991.0,1939.0
"Benschop, Anne Marie",NED,F,1969.0,WIM,2143,,
"Bulatova, Kamaliya",RUS,F,2003.0,WFM,2143,2056.0,2100.0
"Kiefhaber, Veronika",GER,F,1976.0,WIM,2143,,
"Krasiuk, Kateryna",UKR,F,1993.0,WFM,2143,2093.0,
"Marjina, Arina",RUS,F,1999.0,WFM,2143,1953.0,1974.0
"Rolles, Maria Julia",ARG,F,1985.0,WFM,2143,,
"Sidorova, Elena",RUS,F,1977.0,WIM,2143,,
"Amelina, Ekaterina",RUS,F,1985.0,WFM,2142,2035.0,1934.0
"Bochis, Julia",GER,F,1993.0,WFM,2142,,
"Dvoretska, Olena",UKR,F,1986.0,WIM,2142,,
"Kuznetsova, Olga",RUS,F,1987.0,WFM,2142,,2134.0
"Nadig, Kruttika",IND,F,1988.0,WGM,2142,2225.0,
"Podlugnaja, Zoia",RUS,F,1984.0,WFM,2142,,
"Semenova, Irina",RUS,F,1968.0,WGM,2142,2064.0,2007.0
